"","ï..UDI","Product.ID","Type","Air.temperature","Process.temperature","Rotational.speed","Torque","Tool.wear","Machine.failure"
"6210",6210,"L53389","L",300.7,310.6,1407,40.5,87,0
"7170",7170,"L54349","L",300.3,310.2,1492,52.3,2,0
"1152",1152,"L48331","L",297,307.9,1350,47.7,168,0
"7574",7574,"L54753","L",300.3,311.1,1605,37.1,160,0
"2210",2210,"L49389","L",299.8,309.3,1386,49.4,116,0
"7564",7564,"M22423","M",300.4,311.2,1831,23.4,133,0
"9335",9335,"L56514","L",298.4,308.9,1402,44.8,201,0
"1433",1433,"L48612","L",298.8,309.8,1437,42.8,23,0
"3769",3769,"L50948","L",302.2,311,1555,34.2,185,0
"5175",5175,"M20034","M",304.2,313.5,1390,47.8,83,0
"5264",5264,"L52443","L",303.5,312.8,1877,22.3,96,0
"1686",1686,"L48865","L",297.9,307.3,1824,26.3,5,0
"2709",2709,"L49888","L",299.6,309.1,2266,15.3,79,0
"4198",4198,"L51377","L",302.4,311,1573,36.5,193,0
"8437",8437,"L55616","L",298.7,309.9,1371,51.3,201,0
"9416",9416,"M24275","M",298.2,308.7,1361,44.2,0,0
"8990",8990,"L56169","L",297.2,307.9,1469,48.2,144,0
"4192",4192,"L51371","L",302.4,311,1317,59.4,179,0
"5259",5259,"M20118","M",303.5,312.9,1572,44.7,84,0
"5495",5495,"L52674","L",302.8,312.4,1368,49.5,10,0
"9805",9805,"L56984","L",298.4,309.1,1467,42.5,139,0
"6831",6831,"M21690","M",301,310.9,1359,53.4,180,0
"761",761,"L47940","L",296.7,307.8,1505,39.4,236,0
"1058",1058,"L48237","L",296.8,307.8,1573,36.4,126,0
"4232",4232,"L51411","L",302.2,310.8,1340,47.8,54,0
"6442",6442,"L53621","L",300.7,310.2,1639,31.4,48,0
"8234",8234,"M23093","M",299.1,310.6,1449,43.2,80,0
"2107",2107,"L49286","L",299.4,309.1,1645,28.6,57,0
"4919",4919,"L52098","L",303.3,312.2,1457,40.7,48,0
"4564",4564,"L51743","L",302.7,310.7,1977,20,21,0
"4137",4137,"L51316","L",301.7,310.1,1487,48,36,0
"8728",8728,"L55907","L",297.2,308.7,1501,38.5,86,0
"8509",8509,"M23368","M",298.4,309.7,1679,33.3,167,0
"1519",1519,"H30932","H",298.2,309,1371,55.7,23,0
"1324",1324,"L48503","L",298.9,310.1,1361,51.7,192,0
"2262",2262,"M17121","M",299.1,308.2,1435,45.2,45,0
"5929",5929,"M20788","M",300.2,310.1,1550,38.7,45,0
"2102",2102,"L49281","L",299.3,309.3,1528,37.8,45,0
"3634",3634,"M18493","M",302.2,311.3,1521,40.6,52,0
"4033",4033,"L51212","L",302,310.8,1383,50.3,231,1
"388",388,"L47567","L",297.7,308.7,1249,60.4,143,0
"7166",7166,"L54345","L",300.2,310.1,1392,47.9,201,0
"1728",1728,"M16587","M",298.3,307.7,1602,33.4,106,0
"5442",5442,"M20301","M",303,312.6,1392,42.9,94,0
"9969",9969,"L57148","L",298.4,308,1605,32.4,154,0
"6710",6710,"L53889","L",301.4,310.6,1481,37.6,77,0
"7859",7859,"L55038","L",300.5,311.9,1350,51.7,18,0
"8960",8960,"L56139","L",297.3,308,1420,46.5,73,0
"6520",6520,"L53699","L",301.1,310.1,1417,46.9,35,0
"4243",4243,"L51422","L",302.4,311,1462,48.5,81,0
"3969",3969,"M18828","M",302.3,311.4,1418,41.3,62,0
"7344",7344,"L54523","L",299.6,310.2,1468,48,9,0
"7137",7137,"M21996","M",300.5,309.9,1343,63.7,124,0
"1292",1292,"M16151","M",298.6,309.7,1675,28.4,115,0
"2345",2345,"M17204","M",299.2,308.3,1755,26.4,19,0
"3921",3921,"L51100","L",302.6,311.5,1885,27.5,147,0
"2079",2079,"M16938","M",299.4,309.3,1692,28.4,201,0
"30",30,"L47209","L",299,309.4,1693,30.1,84,0
"3068",3068,"L50247","L",300.1,309.2,1533,37,101,0
"2814",2814,"L49993","L",300,309.3,1887,22.6,120,0
"8413",8413,"M23272","M",298.6,309.7,1314,49.7,136,0
"2969",2969,"M17828","M",300.6,309.4,1312,45.2,73,0
"7506",7506,"L54685","L",300.5,311.9,1546,39.4,203,0
"8550",8550,"L55729","L",298.3,309.3,1558,37.2,73,0
"7291",7291,"L54470","L",300.3,310.6,1806,24.4,88,0
"7959",7959,"L55138","L",301,312.1,1377,49.9,48,0
"3235",3235,"L50414","L",300.8,309.4,1489,38.4,109,0
"9807",9807,"L56986","L",298.3,309.1,1417,60.5,143,0
"4906",4906,"L52085","L",303.6,312.4,1363,53.1,7,0
"8182",8182,"L55361","L",299.7,311.2,1835,23.7,183,0
"7257",7257,"H36670","H",300.2,310.3,1408,42.5,0,0
"8175",8175,"L55354","L",299.9,311.3,1371,52.3,167,0
"5983",5983,"L53162","L",300.7,310.8,1486,37.1,186,0
"2566",2566,"L49745","L",299.4,309.1,1304,50.5,153,0
"8196",8196,"L55375","L",299.4,310.8,1376,53.9,215,1
"8448",8448,"L55627","L",298.6,310.1,1439,49.9,17,0
"6048",6048,"H35461","H",300.9,311,1853,23.6,122,0
"2403",2403,"L49582","L",299.2,308.7,1325,51,171,0
"4465",4465,"L51644","L",302.8,310.6,1671,30.5,201,0
"1782",1782,"L48961","L",298.5,308.1,1662,28.6,48,0
"3329",3329,"L50508","L",301.6,310.6,1418,43.9,129,0
"5458",5458,"M20317","M",303,312.5,1602,33.7,135,0
"2419",2419,"L49598","L",298.9,308.3,1660,34.4,9,0
"805",805,"M15664","M",296.9,307.8,1544,37.6,109,0
"8975",8975,"L56154","L",296.8,307.5,1474,42.4,107,0
"4800",4800,"L51979","L",303.5,312.5,1418,42.2,170,0
"8355",8355,"L55534","L",298.6,309.6,1390,50.3,196,0
"9796",9796,"L56975","L",298.5,309.3,1623,33.1,109,0
"9850",9850,"L57029","L",298.6,309.4,2312,15.5,44,0
"9398",9398,"M24257","M",297.7,308.2,1370,53.4,162,0
"8662",8662,"L55841","L",297.4,308.5,1643,33.8,132,0
"4435",4435,"L51614","L",302.4,310.1,1556,32.9,132,0
"2950",2950,"M17809","M",300.7,309.5,1470,48.7,21,0
"7434",7434,"M22293","M",300.1,311.4,1913,21.9,15,0
"7270",7270,"M22129","M",300.4,310.5,1540,33.4,32,0
"9912",9912,"M24771","M",298.6,309,1481,40.8,6,0
"8621",8621,"L55800","L",297.6,308.5,1475,42.4,24,0
"372",372,"L47551","L",297.5,308.4,1604,38.1,106,0
"6512",6512,"M21371","M",301.2,310.1,2280,15.7,11,0
"6170",6170,"L53349","L",300.7,310.5,1448,38.2,218,0
"3304",3304,"L50483","L",301.2,310.4,1390,49.9,74,0
"6039",6039,"L53218","L",300.7,311,1496,38.3,99,0
"5430",5430,"L52609","L",302.8,312.4,1590,34.4,64,0
"5608",5608,"M20467","M",302.9,312.2,1745,25.5,98,0
"7838",7838,"L55017","L",300.2,311.5,1685,31,193,0
"6892",6892,"L54071","L",300.9,311.5,1505,41.1,129,0
"6354",6354,"M21213","M",300,309.6,1491,42,29,0
"9242",9242,"L56421","L",298.1,308.7,1683,29.1,161,0
"3737",3737,"H33150","H",302.2,311.1,1628,30.6,105,0
"9810",9810,"M24669","M",298.2,309,1353,50.3,150,0
"2730",2730,"L49909","L",299.7,309.3,1417,54.6,131,0
"7406",7406,"M22265","M",299.8,310.8,1530,35.2,163,0
"973",973,"L48152","L",295.8,306.6,1644,35.2,115,0
"8706",8706,"L55885","L",297.2,308.6,1437,52.4,37,0
"1611",1611,"L48790","L",297.8,307.8,1573,37.9,33,0
"5560",5560,"M20419","M",302.5,312,1451,43.2,189,0
"1810",1810,"L48989","L",298.1,307.7,1767,27,127,0
"1283",1283,"L48462","L",298.3,309.4,1546,36.1,94,0
"1212",1212,"H30625","H",296.9,308,1416,46.9,105,0
"640",640,"L47819","L",298,309.6,1403,51.3,122,0
"3310",3310,"L50489","L",301.3,310.4,1384,50.1,88,0
"1106",1106,"M15965","M",296.6,307.5,1734,27,50,0
"4850",4850,"M19709","M",303.5,312,1475,42.9,85,0
"8262",8262,"H37675","H",299.2,310.6,1434,48.4,153,0
"2861",2861,"H32274","H",300.6,309.4,1463,49.2,235,0
"1678",1678,"M16537","M",297.9,307.5,1647,30.8,212,0
"6565",6565,"L53744","L",301.4,310.6,1557,38.2,157,0
"9295",9295,"L56474","L",298.1,309,1437,36.2,95,0
"1794",1794,"L48973","L",298.1,307.8,1761,28.2,76,0
"7771",7771,"L54950","L",300.3,311.5,1548,32.2,25,0
"1599",1599,"L48778","L",297.9,308,1501,36.7,4,0
"7763",7763,"M22622","M",300.3,311.5,1400,43.8,0,0
"7940",7940,"L55119","L",300.8,311.8,1417,43.4,223,0
"5488",5488,"M20347","M",302.6,312.1,1611,39.9,210,0
"9275",9275,"L56454","L",298.2,308.7,1428,54.9,45,0
"4405",4405,"M19264","M",302.4,310.2,1485,45.9,50,0
"9904",9904,"M24763","M",298.7,309.2,1437,45.7,195,0
"1658",1658,"M16517","M",298.1,308,1374,48.8,156,0
"9099",9099,"L56278","L",297.3,308.1,1468,49.8,0,0
"3558",3558,"M18417","M",301.8,310.7,1309,43.3,68,0
"4802",4802,"L51981","L",303.5,312.4,1574,32.7,175,0
"2789",2789,"L49968","L",300.3,309.6,1326,52.4,57,0
"7249",7249,"L54428","L",300,310.1,1762,28,202,0
"9719",9719,"L56898","L",298.9,309.9,1517,36.6,117,0
"4280",4280,"L51459","L",302,310.1,1361,45.4,174,1
"2988",2988,"M17847","M",300.6,309.8,1659,28.9,127,0
"4476",4476,"L51655","L",302.7,310.5,1351,41.8,10,1
"8010",8010,"H37423","H",300.9,312,2129,17.8,173,0
"3527",3527,"H32940","H",301.8,310.8,1470,37.6,204,0
"3735",3735,"M18594","M",302.2,311.2,1873,24,99,0
"6148",6148,"M21007","M",301.1,311.1,2089,19.8,162,0
"5039",5039,"L52218","L",304.1,313.3,1732,28.5,132,0
"6810",6810,"L53989","L",300.9,310.8,1490,38.1,125,0
"433",433,"M15292","M",297.6,308.5,1466,39.7,34,0
"2556",2556,"L49735","L",299.3,309.2,1511,37.2,129,0
"1843",1843,"H31256","H",297.7,307.1,1855,22.5,7,0
"5209",5209,"L52388","L",303.8,312.7,1664,29.3,178,0
"6689",6689,"L53868","L",301.7,311,1548,40.3,21,0
"276",276,"L47455","L",298,308,1401,54.7,65,0
"3266",3266,"L50445","L",301.3,310.1,1355,53.6,193,0
"8093",8093,"M22952","M",300.2,311.6,1513,40.8,157,0
"6826",6826,"L54005","L",301,310.9,1828,25.1,166,0
"345",345,"M15204","M",297.5,308.2,2448,13.8,29,0
"5905",5905,"M20764","M",300.8,310.5,1330,59,190,0
"7067",7067,"M21926","M",300.8,310.7,1572,36.2,167,0
"8564",8564,"L55743","L",298,308.9,1500,36.7,104,0
"5087",5087,"L52266","L",304,313,1541,45.9,64,0
"1559",1559,"M16418","M",298.2,308.3,1476,43.5,129,0
"4892",4892,"M19751","M",303.7,312.3,1756,26.4,190,0
"9624",9624,"L56803","L",298.9,310.1,1356,47.8,116,0
"8643",8643,"M23502","M",297.5,308.4,1596,36.6,80,0
"2186",2186,"L49365","L",299.8,309.4,1630,32.4,53,0
"1049",1049,"L48228","L",296.5,307.6,1607,33.5,104,0
"4451",4451,"L51630","L",302.5,310.3,1551,37.3,168,0
"8452",8452,"L55631","L",298.5,310,1435,42.5,25,0
"519",519,"L47698","L",297.6,309.5,1924,20.6,37,0
"838",838,"L48017","L",296.6,307.4,1465,47.8,187,0
"3382",3382,"L50561","L",301.3,310.6,1376,47.6,45,0
"4879",4879,"L52058","L",303.7,312.4,1348,51,152,0
"5751",5751,"L52930","L",302.2,311.8,1981,21.8,36,0
"8377",8377,"L55556","L",298.8,309.8,1334,49.3,42,0
"3433",3433,"M18292","M",301.6,310.7,2012,20.7,178,0
"6227",6227,"H35640","H",301.3,311,1341,59.3,134,0
"5447",5447,"L52626","L",303.1,312.9,1511,40.1,107,0
"6203",6203,"L53382","L",301,310.9,1296,54.9,69,0
"2375",2375,"M17234","M",299.2,308.4,1538,38,98,0
"6968",6968,"M21827","M",300.8,311.2,1365,51.7,111,0
"3985",3985,"L51164","L",302.3,311.3,1652,32.8,108,0
"4317",4317,"L51496","L",301.5,310.1,1639,33.4,47,0
"9729",9729,"L56908","L",298.8,309.8,1563,33.7,143,0
"5388",5388,"L52567","L",302.8,312.2,1433,50,216,0
"5329",5329,"M20188","M",303.7,312.9,1406,41.9,48,0
"146",146,"L47325","L",298.5,308.4,1513,33.6,172,0
"7726",7726,"L54905","L",300.6,311.7,1744,26.9,111,0
"6077",6077,"L53256","L",301,310.9,1492,36.7,199,0
"9793",9793,"H39206","H",298.5,309.4,1573,36,97,0
"2324",2324,"M17183","M",299.2,308.7,1401,47,198,0
"4470",4470,"L51649","L",302.7,310.5,1446,40.9,211,1
"8659",8659,"L55838","L",297.4,308.5,1496,36.4,126,0
"7576",7576,"L54755","L",300.4,311.2,1471,46.5,164,0
"6233",6233,"L53412","L",301.3,311,1576,30.4,151,0
"8944",8944,"M23803","M",297.3,308.4,1449,44.4,34,0
"4606",4606,"H34019","H",302.9,311,1469,48.7,130,0
"2920",2920,"L50099","L",300.6,309.6,1726,30,147,0
"4744",4744,"L51923","L",303.3,311.3,1409,51.8,16,0
"8013",8013,"M22872","M",300.9,312,1375,56.1,182,0
"1143",1143,"L48322","L",296.9,307.9,1423,43.9,149,0
"8159",8159,"L55338","L",299.6,310.8,1400,40.8,118,0
"5425",5425,"L52604","L",302.6,312.2,1377,45.5,54,0
"3024",3024,"L50203","L",300.4,309.5,1711,29.2,215,0
"3965",3965,"M18824","M",302.3,311.6,1668,33.2,52,0
"377",377,"M15236","M",297.4,308.2,1401,51.9,117,0
"4531",4531,"L51710","L",302.5,310.4,1487,42,152,0
"982",982,"L48161","L",296.2,306.8,1655,31.1,136,0
"6259",6259,"M21118","M",301.1,310.7,1583,40.7,2,0
"2346",2346,"L49525","L",299.2,308.4,1475,38.7,22,0
"3437",3437,"L50616","L",301.5,310.5,1466,48.1,189,0
"5186",5186,"L52365","L",304,313,2012,21.1,115,0
"3635",3635,"L50814","L",302.2,311.4,1499,37.7,55,0
"2523",2523,"M17382","M",298.8,308.7,1543,38.2,44,0
"7213",7213,"M22072","M",299.8,309.7,1705,28.5,103,0
"9078",9078,"L56257","L",297.3,308.1,1762,26.1,154,0
"3577",3577,"L50756","L",301.6,310.4,1599,41.7,116,0
"4964",4964,"L52143","L",303.9,312.7,1789,24.4,163,0
"7013",7013,"L54192","L",300.4,310.4,1298,61.4,19,0
"5352",5352,"M20211","M",303.5,312.9,1530,34.5,110,0
"5293",5293,"M20152","M",303.9,313.3,1567,35,168,0
"3481",3481,"L50660","L",301.9,310.8,1400,58.2,79,0
"4359",4359,"H33772","H",302,309.9,1606,34.5,156,0
"5834",5834,"L53013","L",301.3,311.2,1457,44.5,14,0
"5763",5763,"L52942","L",301.8,311.2,1334,52.3,68,0
"8396",8396,"M23255","M",298.5,309.5,1483,44.8,92,0
"1590",1590,"M16449","M",298.1,308.3,1453,41.5,204,0
"6922",6922,"L54101","L",301.1,311.6,1432,48.1,202,0
"1535",1535,"L48714","L",298,308.8,1757,29.1,71,0
"7363",7363,"L54542","L",299.5,310,1594,35.1,54,0
"8582",8582,"M23441","M",297.5,308,1429,45.8,148,0
"7553",7553,"L54732","L",300.3,311.3,1525,40.7,105,0
"8620",8620,"H38033","H",297.6,308.6,1480,39.8,19,0
"6281",6281,"M21140","M",301.2,310.7,1527,41.1,53,0
"7471",7471,"L54650","L",300.4,311.6,1332,54.6,111,0
"9973",9973,"L57152","L",298.6,308.2,1390,51.4,168,0
"9095",9095,"M23954","M",297.3,308.1,1370,58.8,199,0
"5997",5997,"M20856","M",300.5,310.2,1386,48.2,225,0
"9264",9264,"L56443","L",298.3,309.1,1593,40.1,18,0
"5344",5344,"L52523","L",303.5,312.8,1607,38.4,92,0
"5121",5121,"M19980","M",304.2,313.6,1424,43.7,151,0
"2137",2137,"L49316","L",299.2,308.9,1588,41.5,150,0
"9721",9721,"M24580","M",298.9,309.9,1357,54.5,121,0
"3750",3750,"L50929","L",302.4,311.1,1652,33.9,139,0
"3785",3785,"L50964","L",302.2,310.8,1744,29.7,16,0
"587",587,"L47766","L",297.6,309.6,1501,49.8,222,1
"1548",1548,"L48727","L",298.3,308.9,1348,55.5,102,0
"1479",1479,"L48658","L",298.3,309.4,1568,35.8,140,0
"2586",2586,"M17445","M",299,308.7,1620,35.4,199,0
"7702",7702,"H37115","H",300.8,311.7,1468,38.7,39,0
"5691",5691,"L52870","L",302.3,311.8,1435,44.8,98,0
"6416",6416,"L53595","L",300.4,310.1,1503,42.2,196,0
"3116",3116,"L50295","L",299.9,309.2,1658,34.8,16,0
"2291",2291,"M17150","M",299.5,308.7,1321,51.9,114,0
"892",892,"L48071","L",295.7,306.1,1408,47.9,117,0
"5305",5305,"L52484","L",303.9,313.1,1425,49.3,199,0
"4639",4639,"L51818","L",303.1,311.3,1474,34.8,215,0
"2955",2955,"H32368","H",300.6,309.4,1691,28,36,0
"5369",5369,"M20228","M",303.1,312.5,1667,30,160,0
"8064",8064,"M22923","M",300.3,311.7,1551,36.4,84,0
"505",505,"M15364","M",297.6,309.3,1529,41.9,3,0
"3075",3075,"L50254","L",300.1,309.2,1783,27.3,118,0
"6855",6855,"L54034","L",301,311.2,1511,42.9,26,0
"1629",1629,"L48808","L",297.9,307.8,1451,38.2,80,0
"5282",5282,"M20141","M",303.7,313,1469,39.9,137,0
"2340",2340,"L49519","L",299.2,308.2,1466,41.3,8,0
"5254",5254,"L52433","L",303.5,313,1547,40.3,73,0
"2609",2609,"L49788","L",299.5,309.3,1409,44.7,46,0
"9125",9125,"L56304","L",297.4,308.4,1426,50.4,70,0
"4823",4823,"L52002","L",303.5,311.9,1565,38.9,12,0
"2122",2122,"M16981","M",299.2,308.8,1503,37.4,109,0
"214",214,"L47393","L",298.4,308.7,1386,44.9,135,0
"6162",6162,"L53341","L",301,310.9,1479,44.3,194,0
"189",189,"L47368","L",298.3,308.5,1606,33.6,67,0
"5469",5469,"L52648","L",302.8,312.3,1764,29.9,162,0
"2563",2563,"L49742","L",299.3,309.1,1551,39.1,147,0
"7657",7657,"L54836","L",300.5,311.6,1541,47.8,156,0
"7874",7874,"L55053","L",300.7,312.4,1470,38.6,56,0
"8305",8305,"M23164","M",298.7,310.1,1506,50.7,53,0
"4060",4060,"L51239","L",301.9,310.8,1465,44.3,57,0
"2485",2485,"H31898","H",298.8,308.6,1524,37.7,170,0
"8468",8468,"L55647","L",298.6,309.8,1704,28.3,64,0
"3511",3511,"L50690","L",301.7,311,1474,42.6,164,0
"2163",2163,"L49342","L",299.5,309.1,1336,42.1,217,0
"2743",2743,"L49922","L",299.6,309.1,1369,51.4,164,0
"3926",3926,"L51105","L",302.6,311.6,1638,29.6,160,0
"3139",3139,"L50318","L",300.4,309.9,1376,43.5,74,0
"7011",7011,"M21870","M",300.5,310.5,1469,42.9,14,0
"3078",3078,"L50257","L",300.1,309.3,1841,23,125,0
"5128",5128,"M19987","M",304.3,313.5,2245,15.1,172,0
"6094",6094,"L53273","L",301,310.8,1375,57.2,20,0
"1790",1790,"L48969","L",298.2,307.9,1313,67.3,67,1
"8604",8604,"H38017","H",297.3,308,1384,49.1,206,0
"5808",5808,"M20667","M",301.4,310.9,1489,38.9,179,0
"3847",3847,"L51026","L",302.3,310.9,1403,47.2,173,0
"5132",5132,"L52311","L",304.1,313.3,1452,43.9,182,0
"8837",8837,"L56016","L",297.4,308.9,1708,28.8,174,0
"6712",6712,"L53891","L",301.5,310.7,1426,46.1,81,0
"9240",9240,"H38653","H",298.2,308.8,1436,51.9,153,0
"1645",1645,"L48824","L",298,307.8,1622,33.3,121,0
"8679",8679,"L55858","L",297.3,308.5,1514,44.5,177,0
"786",786,"M15645","M",296.9,308,1497,44.8,57,0
"8403",8403,"L55582","L",298.5,309.5,1370,52.4,113,0
"7047",7047,"M21906","M",300.7,310.5,1863,22.2,111,0
"4869",4869,"L52048","L",303.6,312.4,1418,46,128,0
"3720",3720,"L50899","L",302.4,311.5,1590,39.9,58,0
"6091",6091,"L53270","L",300.9,310.8,1708,29.1,14,0
"9313",9313,"H38726","H",298.5,309.4,1573,33.6,143,0
"4392",4392,"M19251","M",302.2,310.1,1368,51.6,12,1
"7681",7681,"L54860","L",300.7,311.7,1395,43.7,215,0
"7661",7661,"M22520","M",300.5,311.6,1246,52.9,165,0
"6429",6429,"M21288","M",300.2,309.8,1743,24.1,18,0
"5178",5178,"H34591","H",304,313.1,1388,53.2,91,0
"7727",7727,"M22586","M",300.8,311.9,1761,29,113,0
"2014",2014,"L49193","L",298.6,308.4,1485,42.9,38,0
"5694",5694,"M20553","M",302.4,311.8,1453,42.1,105,0
"2611",2611,"H32024","H",299.4,309.1,1547,40.9,50,0
"5745",5745,"H35158","H",302.2,311.5,1482,42.6,16,0
"6507",6507,"H35920","H",301,310.1,1454,44.1,217,0
"2705",2705,"M17564","M",299.7,309.2,1608,34.4,68,0
"2076",2076,"L49255","L",299.5,309.4,1390,58.8,195,1
"6392",6392,"M21251","M",300.2,309.7,1413,43,137,0
"3206",3206,"M18065","M",300.1,308.9,1548,38.4,31,0
"4002",4002,"H33415","H",302.1,311.2,1598,37.9,148,0
"2694",2694,"M17553","M",300.1,309.6,1622,36.1,43,0
"8422",8422,"L55601","L",298.9,310.3,1496,36.3,161,0
"6208",6208,"L53387","L",300.7,310.6,1447,40.7,82,0
"9499",9499,"H38912","H",299.2,310.1,1542,36.1,5,0
"4525",4525,"M19384","M",302.5,310.5,1527,38.8,136,0
"2081",2081,"L49260","L",299.3,309.2,2280,15.4,207,0
"5970",5970,"M20829","M",300.4,310.8,1491,35.9,148,0
"7951",7951,"L55130","L",300.8,311.6,1568,36,23,0
"4418",4418,"L51597","L",302.6,310.4,1365,66.8,80,1
"9474",9474,"L56653","L",298.7,309.5,1446,40,160,0
"9412",9412,"L56591","L",298,308.5,1404,46.6,201,0
"4552",4552,"M19411","M",302.6,310.5,1524,33.7,204,0
"1517",1517,"L48696","L",298.2,308.9,1278,54,18,0
"5498",5498,"M20357","M",302.9,312.5,1551,40,20,0
"1358",1358,"L48537","L",298.6,309.9,1461,45.7,49,0
"8601",8601,"L55780","L",297.5,308.3,1435,40.3,197,0
"2842",2842,"L50021","L",300.3,309.4,1705,29.4,190,0
"2631",2631,"L49810","L",300,309.8,1372,39.6,105,0
"9373",9373,"L56552","L",297.7,308.4,1487,41.4,84,0
"5027",5027,"L52206","L",303.9,313.2,1481,40,100,0
"1413",1413,"M16272","M",298.8,309.9,1415,53.2,194,0
"1668",1668,"L48847","L",298.2,307.9,1769,27.2,188,0
"3476",3476,"L50655","L",301.8,310.7,1644,33.4,68,0
"812",812,"L47991","L",296.8,307.6,1588,37.6,126,0
"5836",5836,"L53015","L",301.3,311.2,1668,30.1,18,0
"3230",3230,"L50409","L",300.6,309.4,1442,43.2,96,0
"8405",8405,"L55584","L",298.4,309.5,1545,36.6,117,0
"7935",7935,"M22794","M",300.8,311.9,1621,28.3,211,0
"2313",2313,"M17172","M",299.1,308.6,1441,36.2,169,0
"4429",4429,"L51608","L",302.4,310.1,1906,21.2,110,0
"3000",3000,"L50179","L",300.5,309.7,1395,61,157,0
"6390",6390,"H35803","H",300.3,309.9,1677,30.1,130,0
"6952",6952,"L54131","L",300.8,311.3,1524,43.5,71,0
"4598",4598,"M19457","M",303,311.1,1490,43,108,0
"2237",2237,"M17096","M",299.3,308.5,1422,43.1,186,0
"1089",1089,"M15948","M",296.9,307.8,1392,43.9,0,0
"7014",7014,"M21873","M",300.4,310.4,1544,36.3,21,0
"3358",3358,"H32771","H",301.6,310.7,1414,51.7,197,0
"1057",1057,"L48236","L",296.8,307.8,1565,39.5,124,0
"2342",2342,"L49521","L",299.1,308.2,1409,46.4,12,0
"8326",8326,"M23185","M",298.7,309.5,1500,38.8,116,0
"5097",5097,"H34510","H",304.2,313.5,1627,32.2,91,0
"823",823,"M15682","M",296.7,307.6,1547,34.7,150,0
"1646",1646,"L48825","L",297.9,307.8,1538,38.5,123,0
"302",302,"L47481","L",297.7,308.4,1740,27.1,136,0
"8645",8645,"M23504","M",297.6,308.5,1443,38.2,85,0
"3704",3704,"M18563","M",302,311.2,1418,49.5,17,0
"8333",8333,"L55512","L",298.8,309.7,1529,44,136,0
"7477",7477,"L54656","L",300.2,311.5,1492,41.8,128,0
"9065",9065,"L56244","L",297.2,308.4,1833,25.2,117,0
"8570",8570,"L55749","L",297.9,308.6,1757,27.5,118,0
"4220",4220,"L51399","L",301.9,310.7,1717,26.8,27,0
"9595",9595,"L56774","L",299.1,310.3,1727,28.7,43,0
"3871",3871,"L51050","L",302.7,311.8,1461,46.1,10,0
"2202",2202,"L49381","L",299.8,309,1567,36.1,95,0
"8758",8758,"L55937","L",297.5,308.8,1587,34.9,166,0
"9706",9706,"L56885","L",298.9,310,1482,41.1,82,0
"4773",4773,"M19632","M",303.6,312,1435,37.9,98,0
"1309",1309,"L48488","L",298.9,310.1,1750,25,156,0
"2333",2333,"L49512","L",299.2,308.5,1378,50.4,220,1
"6976",6976,"M21835","M",300.7,311,1378,51.6,130,0
"6925",6925,"L54104","L",301.2,311.6,1461,52.9,208,1
"5490",5490,"L52669","L",302.6,312.1,1499,35,215,0
"8563",8563,"L55742","L",298.1,308.9,1351,52.4,102,0
"8721",8721,"L55900","L",297.3,308.8,1554,36.1,70,0
"430",430,"L47609","L",297.5,308.6,1208,62.3,28,0
"2889",2889,"M17748","M",300.6,309.6,1365,50,70,0
"5434",5434,"L52613","L",302.9,312.5,1550,45.5,72,0
"8548",8548,"M23407","M",298.4,309.4,1666,24.3,68,0
"3885",3885,"H33298","H",302.5,311.5,1626,36,44,0
"3668",3668,"L50847","L",302.3,311.6,1665,34.3,139,0
"8696",8696,"M23555","M",297.2,308.6,1498,44.4,9,0
"1011",1011,"M15870","M",296.2,307.2,1552,34.8,8,0
"5746",5746,"L52925","L",302.1,311.5,1987,20.1,21,0
"9427",9427,"L56606","L",298.1,308.7,1341,55.7,30,0
"7260",7260,"M22119","M",300.4,310.5,1500,43,9,0
"6480",6480,"L53659","L",300.6,309.8,1418,42.7,147,0
"7265",7265,"M22124","M",300.4,310.6,1448,44.9,21,0
"1727",1727,"L48906","L",298.3,307.8,1906,22.1,104,0
"7450",7450,"L54629","L",300.3,311.8,1418,45.9,53,0
"9821",9821,"M24680","M",298.6,309.5,1568,36.7,182,0
"690",690,"H30103","H",297.6,309,1354,55.6,46,0
"8875",8875,"L56054","L",298.1,309.3,1443,45.3,70,0
"4608",4608,"L51787","L",303,311.1,1980,20.2,137,0
"9027",9027,"M23886","M",297.5,308.4,1685,28.1,15,0
"2548",2548,"L49727","L",299.2,309.1,1578,38.1,109,0
"5980",5980,"H35393","H",300.6,310.7,1501,45.3,175,0
"3364",3364,"L50543","L",301.4,310.6,1555,43.3,212,0
"9941",9941,"M24800","M",298.3,308.1,1722,28.6,89,0
"4121",4121,"M18980","M",302.1,310.7,1376,46.3,210,1
"6947",6947,"L54126","L",300.7,311.2,1486,46.8,56,0
"467",467,"L47646","L",297.2,308.5,1550,41.5,125,0
"8711",8711,"L55890","L",297.1,308.5,1712,32.1,48,0
"355",355,"L47534","L",297.6,308.3,1658,34.3,59,0
"2335",2335,"L49514","L",299.2,308.4,1445,43.5,224,0
"3836",3836,"M18695","M",302.3,311.1,1435,43.1,149,0
"2822",2822,"M17681","M",300.3,309.6,1419,42.5,137,0
"8341",8341,"M23200","M",298.8,309.7,1480,38.1,157,0
"9714",9714,"L56893","L",299.1,310.2,1496,45,104,0
"4655",4655,"M19514","M",303.1,311,1510,47.6,16,0
"7521",7521,"L54700","L",300.2,311.6,1529,35.5,21,0
